name,submitted_name,homepage_url,jurisdiction_type,state_iso,municipality,county_fips,county_name,lat,lng,defunct_year,airtable_uid
Little River-Academy Police Department - TX,Little River-Academy Police Department,,local,TX,Little River,48027,['Bell'],,,,receIW80Hxz1IhiY9
Sunnyvale Department of Public Safety - CA,Sunnyvale Department of Public Safety,https://sunnyvale.ca.gov/government/safety/default.htm,local,CA,Sunnyvale,06085,['Santa Clara'],37.37049,-122.04002,,receIjbnT4KNhrDtC
Twin Lakes Police Department - WI,Twin Lakes Police Department,http://www.villageoftwinlakes.net/police-department,local,WI,Twin Lakes,55059,['Kenosha'],42.52798,-88.268616,,receIrtpbs5GUeFys
Franklin County Constables Office - KY,Franklin County Constables Office,https://www.facebook.com/kyconstables/,county,KY,,,,,,,receJ1BJFwzb9gRg2
Eastlake Police Department - OH,Eastlake Police Department,http://www.eastlakepd.org/,local,OH,Eastlake,39085,['Lake'],41.662437,-81.4376,,receJ7UXXeFwVXmjv
Harlan Police Department - IA,Harlan Police Department,http://www.cityofharlan.com/PoliceDepartment.htm,local,IA,Harlan,19165,['Shelby'],41.65666,-95.31972,,receJFhqZPq3xMjFH
Kiowa Police Department - OK,Kiowa Police Department,https://kiowaoklahoma.com/police-department-1,local,OK,Kiowa,40121,['Pittsburg'],34.721703,-95.90497,,receJKtgHQbKKMTH0
Caldwell I.S.D. Police Department - TX,Caldwell I.S.D. Police Department,,local,TX,Caldwell,48051,['Burleson'],,,,receJYgKMsmizDUKf
Elk Point Police Department - SD,Elk Point Police Department,https://elkpoint.org/police/,local,SD,Elk Point,46127,['Union'],42.687164,-96.684906,,receJcUZwZjJDppGD
Todd County Sheriff's Office - SD,Todd County Sheriff's Office,https://www.co.todd.mn.us/divisions/public-safety/sheriff/,county,SD,Mission,46121,['Todd'],43.3069,-100.65705,,receJeBVYEj7ZV4Nt
New Orleans Police Department - Crime Prevention - LA,New Orleans Police Department - Crime Prevention,https://nola.gov/nopd/,local,LA,New Orleans,22071,['Orleans'],29.98491,-90.10912,,receJhtpj2hR0jViT
Merced Police Department - CA,Merced Police Department,https://www.cityofmerced.org/departments/police,local,CA,Merced,06047,['Merced'],37.366455,-120.42029,,receK4Wu3flXsHSpM
McDowell County Sheriff's Office - NC,McDowell County Sheriff's Office,,county,NC,Marion,37111,['McDowell'],35.66395,-82.03153,,receKEcXeK0h349eJ
Leighton Police Department - AL,Leighton Police Department,,local,AL,Leighton,01033,['Colbert'],,,,receKJBaIvb0ZpkyI
Bayview Gardens Police Department - IL,Bayview Gardens Police Department,https://www.countyoffice.org/bayview-gardens-police-department-east-peoria-il-334/,local,IL,Bayview Gardens,,,,,,receKLVXeI6hfQLKb
Bowie Police Department - TX,Bowie Police Department,https://cityofbowie.org/150/Police,local,TX,Bowie,48337,['Montague'],33.55983,-97.84686,,receKUktaVeXL0sE7
Union County Division of Correctional Services - NJ,Union County Division of Correctional Services,https://ucnj.org/department-of-corrections/,county,NJ,Marysville,39159,['Union'],40.236107,-83.36929,,receKYS4ODxBpdcAC
Wyandotte Police Department - OK,Wyandotte Police Department,http://wyandotte.net/departments/public_safety/police_department.php,local,OK,Wyandotte,40115,['Ottawa'],36.792194,-94.72476,,receKfCBkBNR3Mh7Z
Iva Police Department - SC,Iva Police Department,https://www.facebook.com/ivapolicedept/,local,SC,Iva,45007,['Anderson'],34.30482,-82.66332,,receKsv6DXymj5xaj
Powell Police Department - OH,Powell Police Department,https://cityofpowell.us/police-agency,local,OH,Powell,39041,['Delaware'],40.157097,-83.076965,,receLQ1QNIaQjI9jr
Bloomfield Police Department - NE,Bloomfield Police Department,,local,NE,Bloomfield,31107,['Knox'],42.598335,-97.64673,,receLXKTIuPs0Qob1
Knox Police Department - IN,Knox Police Department,https://www.cityofknox.net/departments/police,local,IN,Knox,18149,['Starke'],41.29913,-86.62408,,receLodKwIoCq0CjT
Princeton Police Department - IA,Princeton Police Department,http://www.princetoniowa.us/police-department.html,local,IA,Princeton,19163,['Scott'],41.67516,-90.34209,,receLpLqvWoxXM6ao
Somers Police Department - NY,Somers Police Department,https://www.somersny.com/departments/police-department,local,NY,Somers,36119,['Westchester'],41.307247,-73.716125,,receLxb0D8mSHuvx2
Winchester Police Department - KY,Winchester Police Department,https://www.winchesterpolice.org/,local,KY,Winchester,21049,['Clark'],37.99396,-84.17884,,receM5tAuhczDbg1p
De Leon Police Department - TX,De Leon Police Department,,local,TX,De Leon,48093,['Comanche'],32.10892,-98.53755,,receMPfR3sM2eNIWH
University of Houston Police Department - TX,University of Houston Police Department,http://www.uh.edu/police/,school,TX,Houston,48201,['Harris'],29.586681,-95.09472,,receMivjGrura2SHj
Upper Macungie Township Police Department - PA,Upper Macungie Township Police Department,https://www.uppermac.org/police/,local,PA,Breinigsville,42077,['Lehigh'],40.56505,-75.62956,,receMpIE23WaZlV4z
Garrett County Sheriff's Office - MD,Garrett County Sheriff's Office,http://www.garrettcounty.org/sheriffs-office,county,MD,Oakland,24023,['Garrett'],39.40764,-79.40698,,receMvl9LPPVTRi5B
Kennett Square Police Department - PA,Kennett Square Police Department,,local,PA,Kennett Square,42029,['Chester'],39.84781,-75.71061,,receN5lUCNmGCNuLl
Durham County Sheriff's Office - East Station - NC,Durham County Sheriff's Office - East Station,,county,NC,Durham,37063,['Durham'],35.97661,-78.78315,,receNCKWgKbCb8g4I
Moapa Valley Township Constable - NV,Moapa Valley Township Constable,,local,NV,Overton,32003,['Clark'],,,,receNIqGJWKhI8OIu
Huxley Police Department - IA,Huxley Police Department,https://huxleyiowa.org/police-department/,local,IA,Huxley,19169,['Story'],41.89527,-93.60077,,receNLYASUtJxuDRM
Galena Park Police Department - TX,Galena Park Police Department,,local,TX,Galena Park,48201,['Harris'],29.73286,-95.24592,,receNNJfqnntKAuvw
Taylor University Police Department - IN,Taylor University Police Department,https://www.taylor.edu/police,school,IN,,,,,,,receNTfwjZ0zgodBd
Carroll County Sheriff's Office - IL,Carroll County Sheriff's Office,https://www.ilsheriff.org/county/carroll-county/,county,IL,Mount Carroll,17015,['Carroll'],42.100693,-89.97815,,receNYZOs6Kg6AmKW
Mammoth Spring Police Department - AR,Mammoth Spring Police Department,,local,AR,Mammoth Spring,05049,['Fulton'],36.49505,-91.54062,,receNnlgkGW2rz3BW
Medina County Sheriff's Office - TX,Medina County Sheriff's Office,https://www.medinasheriff.com/,county,TX,Hondo,48325,['Medina'],29.356503,-99.154526,,receNtJk1uJa7oY4s
Live Oak County Sheriff's Office - TX,Live Oak County Sheriff's Office,http://liveoaksheriff.com/,county,TX,George West,48297,['Live Oak'],28.335764,-98.1089,,receO4QfwBi2tVgtN
Erie County Sheriff's Office - NY,Erie County Sheriff's Office,http://www.erie.gov/sheriff,county,NY,Buffalo,36029,['Erie'],42.88496,-78.879715,,receOMbsPDTI7leQj
Johnston Police Department - IA,Johnston Police Department,http://www.cityofjohnston.com/159/Police-Department,local,IA,Johnston,19153,['Polk'],41.6736,-93.69689,,receObVAmgjWgMFJH
Santa Barbara County Sheriff's Office - Isla Vista Foot Patrol - CA,Santa Barbara County Sheriff's Office - Isla Vista Foot Patrol,,county,CA,Goleta,06083,['Santa Barbara'],34.41135,-119.85385,,receOiG2e5xJMqooV
Palo Alto Police Department - CA,Palo Alto Police Department,http://www.cityofpaloalto.org/police,local,CA,Palo Alto,06085,['Santa Clara'],37.44409,-122.159546,,receOko46S0qwByls
Simi Valley Police Department - CA,Simi Valley Police Department,https://www.simivalley.org/departments/police-department,local,CA,Simi Valley,06111,['Ventura'],34.28744,-118.71958,,receOoa0WBWrwM43j
Owasso Police Department - OK,Owasso Police Department,https://www.cityofowasso.com/161/Police-Department,local,OK,Owasso,40143,['Tulsa'],36.255627,-95.855934,,receOqTvuckTto1pH
Bridgewater Police Department - MA,Bridgewater Police Department,https://bridgewaterpolice.org/,local,MA,Bridgewater,25023,['Plymouth'],41.986523,-70.98702,,receOsAzqjtzrh7mg
McIntosh County Sheriff's Office - ND,McIntosh County Sheriff's Office,https://www.facebook.com/McintoshCountySheriffDept,county,ND,Ashley,38051,['McIntosh'],46.03597,-99.37102,,recePbWuwFt02RihT
New Troy Police Department - MI,New Troy Police Department,https://troymi.gov/departments/police/index.php,local,MI,New Troy,26021,['Berrien'],41.87806,-86.55,,receQ5myybhGhIJNc
Houston Police Department - Westside Division - TX,Houston Police Department - Westside Division,https://www.houstontx.gov/police/divisions/westside/index.htm,local,TX,Houston,48201,['Harris'],29.72739,-95.60476,,receQ9mBOgyFTBmQ1
Ellis County Sheriff's Office - OK,Ellis County Sheriff's Office,https://www.facebook.com/elliscountysheriffsoffice/,county,OK,Waxahachie,48139,['Ellis'],32.383667,-96.84768,,receQTTmEH1dhHe29
Tesuque Tribal Police Department - NM,Tesuque Tribal Police Department,,local,NM,Santa Fe,35049,['Santa Fe'],,,,receQWSeaQ3A0ZRRk
Camp Robinson Department of Public Safety - AR,Camp Robinson Department of Public Safety,https://www.dps.arkansas.gov/fire-safety/fire-prevention-commission/about-fpc/,local,AR,North Little Rock,05119,['Pulaski'],34.823524,-92.286736,,receQoOd5ghEBaVZS
San Jose/Evergreen Community College District Police - CA,San Jose/Evergreen Community College District Police,,school,CA,San Jose,06085,['Santa Clara'],,,,receQvdDAWFmbbAAa
Judson I.S.D. Police Department. - TX,Judson I.S.D. Police Department.,,local,TX,Converse,48029,['Bexar'],,,,receR4e6KPVYYa5es
Seiling Police Department - OK,Seiling Police Department,https://www.seilingok.com/police-department,local,OK,Seiling,40043,['Dewey'],36.14894,-98.92491,,receR9TXaUtkfeQcW
Carroll County Sheriff's Office - KY,Carroll County Sheriff's Office,http://www.carrollcountygov.us/sheriff.asp,county,KY,Carrollton,21041,['Carroll'],38.68084,-85.1806,,receRNxRtf3WpXhNF
Sodus Point Police Department</ref> - NY,Sodus Point Police Department</ref>,https://www.villageofsodus.org/police-department,local,NY,Sodus,36117,['Wayne'],43.235535,-77.06154,,receRRrUtaliUNoT5
United States Secret Service - VA,United States Secret Service,https://www.secretservice.gov/,state,VA,,,,,,,receRbFQAofmyADVn
Bluefield State College Department of Public Safety - WV,Bluefield State College Department of Public Safety,https://bluefieldstate.edu/resources/public-safety,state,WV,,,,,,,receRcLBzz5wnr9eW
Nez Perce Tribal Police Department - ID,Nez Perce Tribal Police Department,https://nezperce.org/government/law-and-justice/,local,ID,Lapwai,16069,['Nez Perce'],46.40014,-116.80254,,receRjRO0SHVAvGpP
Treasure Island Police Department - FL,Treasure Island Police Department,https://www.mytreasureisland.org/residents/departments/police_dept/index.php,local,FL,Saint Petersburg,12103,['Pinellas'],27.771152,-82.76796,,receRpH74BlK0y253
Piqua Police Department - OH,Piqua Police Department,,local,OH,Piqua,39109,['Miami'],,,,receRpfhuLxsmff7Z
Harrison County Sheriff's Office - KY,Harrison County Sheriff's Office,http://www.hcsoky.com/,county,KY,Cynthiana,21097,['Harrison'],38.389,-84.299,,receRrwnZLnuKsxpr
Center Township Police Department - PA,Center Township Police Department,http://www.centerpolice.com/,local,PA,Aliquippa,42007,['Beaver'],40.64848,-80.29957,,receSBfQDDstdrnrc
Kauai (County) Police Department - HI,Kauai (County) Police Department,,county,HI,Lihue,15007,['Kauai'],,,,receSLGL7CNhgMS56
North Salem Police Department - IN,North Salem Police Department,https://www.northsalemny.org/police,local,IN,North Salem,,,,,,receSgC2FW3RnRUwI
Fayetteville Police Department - GA,Fayetteville Police Department,https://fayetteville-ga.gov/city-departments/public-safety/police-department,local,GA,Fayetteville,13113,['Fayette'],33.43297,-84.44605,,receSgruYhqtLI3ZG
Indianapolis Housing Authority Department of Public Safety - IN,Indianapolis Housing Authority Department of Public Safety,https://www.indyhousing.org/contact-us/,local,IN,Indianapolis,18097,['Marion'],39.792957,-86.15706,,receSqh06apteiU30
Berkeley Police Department - IL,Berkeley Police Department,www.berkeley.il.us/index.asp?sec=74bca87c-563d-49c2-aab2-a4b6fb6758c5&type=b_basic,local,IL,Berkeley,17031,['Cook'],41.88194,-87.91397,,receSue8qjsHYWjdG
Lavallette Police Department - NJ,Lavallette Police Department,http://www.lavallettepd.org/forms.html,local,NJ,Lavallette,34029,['Ocean'],39.96866,-74.06958,,receSup2aWwcT4XJ1
Aurora Police Department - MO,Aurora Police Department,https://www.aurora-cityhall.org/1177/Aurora-Marionville-Police-Departments,local,MO,Aurora,29109,['Lawrence'],36.9742,-93.717125,,receTFOrWwmDf691a
Pittsburg Police Department - NH,Pittsburg Police Department,http://pittsburg-nh.com/area-departments/pittsburg-police-department,local,NH,Pittsburg,33007,['Coos'],45.05269,-71.396,,receTYgKwMwx3PouB
Clark County Sheriff's Office - IL,Clark County Sheriff's Office,https://www.clarkcountyil.org/sheriff,county,IL,Marshall,17023,['Clark'],39.39129,-87.69739,,receTbEhKgDOB5qYX
Emmaus Borough Police Department - PA,Emmaus Borough Police Department,,local,PA,Emmaus,42077,['Lehigh'],,,,receTcULZKMFb6at8
Franklin Township Police - OH,Franklin Township Police,,local,OH,,,,,,,receTlRexy1KtnheA
Groves Police Department - TX,Groves Police Department,https://www.facebook.com/Groves-Police-Department-570424036310550/,local,TX,Groves,48245,['Jefferson'],29.94602,-93.91859,,receTno5LWDjAXWdr
Cahokia Police Department - IL,Cahokia Police Department,http://www.cahokiaillinois.org/police-department/,local,IL,Belleville,17163,['St. Clair'],38.571915,-90.05418,,receU0VliKP8nbrsV
Elmira Police Department - NY,Elmira Police Department,https://townofelmira.com/postcategory.php?c=Police,local,NY,Elmira,36015,['Chemung'],42.075863,-76.84593,,receU1pmpgdOmCAWe
Washington County Sheriff's Office - GA,Washington County Sheriff's Office,https://washingtoncountyga.gov/departments/sheriffs-office/,county,GA,Sandersville,13303,['Washington'],32.96097,-82.83598,,receUQAZQdVfKVxvR
Dauphin County District Attorney's Investigation Office - PA,Dauphin County District Attorney's Investigation Office,https://www.dauphincounty.org/government/publicly_elected_officials/district_attorney/index.php,county,PA,Harrisburg,42043,['Dauphin'],40.26905,-76.8687,,receUossbf3yUAlu1
Thomson Township Police - MN,Thomson Township Police,,local,MN,Esko,27017,['Carlton'],,,,receV25jDeOpgx795
Palestine Police Department - IL,Palestine Police Department,https://www.facebook.com/PalestineIllinoisPoliceDept/,local,IL,Palestine,17033,['Crawford'],39.00085,-87.61289,,receVChOY1mT287BJ
Kellogg Police Department - ID,Kellogg Police Department,https://www.facebook.com/Kellogg-Police-Department-239804166230603/,local,ID,Kellogg,16079,['Shoshone'],47.53838,-116.138435,,receVHJyEtHesSDKQ
Manchester Police Department - GA,Manchester Police Department,,local,GA,Manchester,13199,['Meriwether'],32.8517,-84.61453,,receVem3XmnAr8Mpf
Cass County Sheriff's Office - ND,Cass County Sheriff's Office,https://www.casscountynd.gov/our-county/sheriff,county,ND,Cassopolis,26027,['Cass'],41.919388,-86.018776,,receVokYptpOvfg9r
Wooster Police Department - OH,Wooster Police Department,https://www.woosteroh.com/police,local,OH,Wooster,39169,['Wayne'],40.79941,-81.94248,,receVyxqtEsrNaA36
South Dakota Department of Game Fish and Parks - Conservation Officers - SD,South Dakota Department of Game Fish and Parks - Conservation Officers,https://gfp.sd.gov/contactus/,local,SD,,,,,,,receWLjImmEghPX69
Virginia State Lottery Security Division - VA,Virginia State Lottery Security Division,https://www.valottery.com/playingmatters/security,state,VA,,,,,,,receWM0JGQtbRB5uE
Wyandot County Sheriff's Office - OH,Wyandot County Sheriff's Office,http://co.wyandot.oh.us/sheriff/index.php,county,OH,Upper Sandusky,39175,['Wyandot'],40.827118,-83.280174,,receWN0l2fB7LvJ5h
Fulton Police Department - IL,Fulton Police Department,https://www.cityoffulton.us/departments/police-department/city-of-fulton-police-department.html,local,IL,Fulton,17195,['Whiteside'],41.86651,-90.16505,,receWNURm1pTRdg0O
Bernalillo Police Department - NM,Bernalillo Police Department,https://www.townofbernalillo.org/departments/police_department/index.php,local,NM,Bernalillo,35043,['Sandoval'],35.305317,-106.54911,,receWRjPUsTK9pTYm
Freeport Police Department - MI,Freeport Police Department,,local,MI,Freeport,26015,['Barry'],42.7638,-85.31637,,receWVnF59YeoPfPv
Jonesboro Police Department - IL,Jonesboro Police Department,https://www.jonesboroga.com/PoliceDepartment.aspx,local,IL,Jonesboro,17181,['Union'],37.452183,-89.26853,,receWWXxPfFItq4Aq
Castro County Sheriff's Office - TX,Castro County Sheriff's Office,https://www.facebook.com/Castro-County-Sheriffs-Office-169938713615234/,county,TX,Dimmitt,48069,['Castro'],34.55028,-102.31178,,receWlJOohaDfUYKz
University of Minnesota Police Department - Twin City Campus - MN,University of Minnesota Police Department - Twin City Campus,http://publicsafety.umn.edu/,school,MN,Minneapolis,27053,['Hennepin'],44.97392,-93.23099,,receX3e2conR2STii
Bucha Police Department - NY,Bucha Police Department,http://www.villageofbucha.com/,local,NY,,36119,['Westchester'],41.261536,-73.9395,,receX4OVcZyzBA2i4
Mitchell County Sheriff's Office - Bakersville - NC,Mitchell County Sheriff's Office - Bakersville,http://www.mitchellcounty.org/departments/sheriff,county,NC,Bakersville,37121,['Mitchell'],36.013123,-82.15414,,receXLLF5YS7cVmxC
